Артикул распродажи,Наименование,Бренд,Модель,Полная цена,Обычная цена,Цена распродажи,Скидка в %,Описание,Ссылка на товар,Изображение уцененного,Обычное изображение
425462873,Sundays,Трехколесный велосипед с ручкой,Для двойни / SJ-5231,348.0,220.0,220.0,37,"Новый, нетоварный вид упаковки",https://www.21vek.by/kids_bikes/sj5231_sundays_02.html,https://cdn21vek.by/img/galleries/1149/672/sale/4186816/preview/2188569125025527386.jpg,https://cdn21vek.by/img/galleries/1149/672/preview/sj5231_sundays_02_5e55318a80925.jpeg
425468183,Bosch,Пылесос,BWD420HYG,1199.0,556.22,556.22,54,"Был в эксплуатации, после сервисного обслуживания (замена мотора), царапины, загрязнения, гарантия по 21.07.2022г.",https://www.21vek.by/vacuum/bwd420hyg_bosch.html,https://cdn21vek.by/img/galleries/5909/993/sale/3998646/preview/3547215010136245033.jpg,https://cdn21vek.by/img/galleries/5909/993/preview/bwd420hyg_bosch_5e68895bba128.jpeg
425331478,Kaldewei,Ванна стальная,Saniform Plus 373-1 170x75,886.0,265.8,575.9,35,Мелкие сколы на эмали,https://www.21vek.by/bathtubs/kaldewei_saniformplus3731.html,https://cdn21vek.by/img/galleries/61/881/sale/4075076/preview/1603631009314838341.jpg,https://cdn21vek.by/img/galleries/61/881/preview/kaldewei_saniformplus3731_59799f9523d9e.jpeg
425419123,Kaldewei,Ванна стальная,Saniform Plus 373-1 170x75,886.0,265.8,354.4,35,Сколы эмали внутри ванны. Гарантия 3 месяца.,https://www.21vek.by/bathtubs/kaldewei_saniformplus3731.html,https://cdn21vek.by/img/galleries/61/881/sale/3947153/preview/7236783726916964170.jpg,https://cdn21vek.by/img/galleries/61/881/preview/kaldewei_saniformplus3731_59799f9523d9e.jpeg
425419128,Kaldewei,Ванна стальная,Saniform Plus 373-1 170x75,886.0,265.8,434.14,35,Царапины,https://www.21vek.by/bathtubs/kaldewei_saniformplus3731.html,https://cdn21vek.by/img/galleries/61/881/sale/3955063/preview/5559471274009006686.jpg,https://cdn21vek.by/img/galleries/61/881/preview/kaldewei_saniformplus3731_59799f9523d9e.jpeg
425419208,Kaldewei,Ванна стальная,Saniform Plus 373-1 170x75,886.0,265.8,265.8,35,Скол на дне ванны. Гарантия 6 месяцев.,https://www.21vek.by/bathtubs/kaldewei_saniformplus3731.html,https://cdn21vek.by/img/galleries/61/881/sale/3946182/preview/8292404829690451521.jpg,https://cdn21vek.by/img/galleries/61/881/preview/kaldewei_saniformplus3731_59799f9523d9e.jpeg
425419218,Kaldewei,Ванна стальная,Saniform Plus 373-1 170x75,886.0,265.8,434.14,35,Небольшая царапина,https://www.21vek.by/bathtubs/kaldewei_saniformplus3731.html,https://cdn21vek.by/img/galleries/61/881/sale/3959500/preview/6775051786876942300.jpg,https://cdn21vek.by/img/galleries/61/881/preview/kaldewei_saniformplus3731_59799f9523d9e.jpeg
425447978,Manoli,Сковорода,С26-01,56.51,45.21,45.21,20,"Новая, царапины, без гарантии.",https://www.21vek.by/frying_pans/2601_manoli_01.html,https://cdn21vek.by/img/galleries/6950/216/sale/4177044/preview/938955686789507674.jpg,https://cdn21vek.by/img/galleries/6950/216/preview/2601_manoli_01_615ae0942d8d3.jpeg
425418153,Navigator,Рециркулятор бактерицидный,NUR-01-215-G13-WH / 82 381,138.11,87.01,87.01,37,"Товар новый. Сломана торцевая крышка. Царапины, сколы краски.",https://www.21vek.by/germicidal_lamps_recirculators/nur01215g13wh82381_navigator.html,https://cdn21vek.by/img/galleries/6583/241/sale/4127421/preview/516392434847986403.jpg,https://cdn21vek.by/img/galleries/6583/241/preview/nur01215g13wh82381_navigator_611f3950c427c.jpeg
425422833,Wonlex,Умные часы детские,WiFi Dual Сamera GW400X,188.0,118.44,118.44,37,"Были в эксплуатации, после сервисного обслуживания, потертости. Гарантия до 30.03.2023г.",https://www.21vek.by/smart_watches/gw400x_wonlex_02.html,https://cdn21vek.by/img/galleries/564/302/sale/4136567/preview/7496518317179310354.jpg,https://cdn21vek.by/img/galleries/564/302/preview/gw400x_wonlex_02_5acf15cc05e2a.jpeg
425333348,Керамин,Умывальник,Норд 65,89.58,46.58,46.58,48,"Товар новый. Дефект литья, недолитое отверстие.",https://www.21vek.by/washbasins/65_052.html,https://cdn21vek.by/img/galleries/111/649/sale/4077352/preview/4536673414225986120.jpg,https://cdn21vek.by/img/galleries/111/649/preview/65_052_553d5e72ac2a2.jpeg
425422083,Керамин,Умывальник,Норд 65,89.58,46.58,48.37,48,"Товар новый. Скол на корпусе, потертости. Нетоварный вид упаковки.",https://www.21vek.by/washbasins/65_052.html,https://cdn21vek.by/img/galleries/111/649/sale/4134149/preview/1134479997033181276.jpg,https://cdn21vek.by/img/galleries/111/649/preview/65_052_553d5e72ac2a2.jpeg
425355063,Компас-мебель,Тумба,КС-004-05,176.75,114.89,129.03,27,"Новая, царапина на торце крышки",https://www.21vek.by/chests_of_drawers/00405_kompas_mebel_02.html,https://cdn21vek.by/img/galleries/6487/610/sale/4103346/preview/3748527106953658522.jpg,https://cdn21vek.by/img/galleries/6487/610/preview/00405_kompas_mebel_02_60d581b0bfd79.jpeg
425448218,Компас-мебель,Тумба,КС-004-05,176.75,114.89,114.89,35,"Новая, скол на детали №7",https://www.21vek.by/chests_of_drawers/00405_kompas_mebel_02.html,https://cdn21vek.by/img/galleries/6487/610/sale/4177382/preview/5709477584424582494.jpg,https://cdn21vek.by/img/galleries/6487/610/preview/00405_kompas_mebel_02_60d581b0bfd79.jpeg
425449558,Компас-мебель,Тумба,КС-004-05,176.75,114.89,123.73,30,"Новая, нет стеклянной дверцы",https://www.21vek.by/chests_of_drawers/00405_kompas_mebel_02.html,https://cdn21vek.by/img/galleries/6487/610/sale/4179182/preview/7423890293048394844.jpg,https://cdn21vek.by/img/galleries/6487/610/preview/00405_kompas_mebel_02_60d581b0bfd79.jpeg
425465023,Компас-мебель,Тумба,КС-004-05,176.75,114.89,114.89,35,"Новая, в комплекте нет стеклянного фасада, сколы на нижней крышке. Гарантия 14 дней",https://www.21vek.by/chests_of_drawers/00405_kompas_mebel_02.html,https://cdn21vek.by/img/galleries/6487/610/sale/4193425/preview/1651701706027879144.jpg,https://cdn21vek.by/img/galleries/6487/610/preview/00405_kompas_mebel_02_60d581b0bfd79.jpeg
402002899,Kaldewei,Ванна стальная,Saniform Plus 371-1 170x73,810.0,291.6,291.6,64,Царапины,https://www.21vek.by/bathtubs/kaldewei_saniformplus3711.html,https://cdn21vek.by/img/galleries/61/885/sale/3817970/preview/294231912983911639.jpg,https://cdn21vek.by/img/galleries/61/885/preview/kaldewei_saniformplus3711_60e2b35b966c7.jpeg
425419238,Kaldewei,Ванна стальная,Saniform Plus 371-1 170x73,810.0,291.6,421.2,64,"Новая, сколы",https://www.21vek.by/bathtubs/kaldewei_saniformplus3711.html,https://cdn21vek.by/img/galleries/61/885/sale/3993304/preview/614106049790781711.jpg,https://cdn21vek.by/img/galleries/61/885/preview/kaldewei_saniformplus3711_60e2b35b966c7.jpeg
425323933,Sundays,Трехколесный велосипед с ручкой,SJ-6508,206.0,74.16,74.16,64,"Был в эксплуатации, нет родительской ручки в комплекте. Царапины, загрязнения, потертости. Без гарантии.",https://www.21vek.by/kids_bikes/sj6508_sundays_01.html,https://cdn21vek.by/img/galleries/1149/743/sale/4073403/preview/3527750367295033226.jpg,https://cdn21vek.by/img/galleries/1149/743/preview/sj6508_sundays_01_60dc391a35a04.jpeg
425450663,Ikea,Журнальный столик,Лакк 903.832.35,72.71,50.9,50.9,30,"Новый, сколы",https://www.21vek.by/coffee_tables/90383235_ikea.html,https://cdn21vek.by/img/galleries/502/367/sale/4181999/preview/6012883692492414736.jpg,https://cdn21vek.by/img/galleries/502/367/preview/90383235_ikea_5a14012a4cb05.jpeg
425449808,ДСВ,Письменный стол,Мори МС-2,300.8,165.44,165.44,45,"Новый, трещина на столешнице, без гарантии",https://www.21vek.by/office_desks/2_dsv_09.html,https://cdn21vek.by/img/galleries/7287/406/sale/4179963/preview/3110762095313951289.jpg,https://cdn21vek.by/img/galleries/7287/406/preview/2_dsv_09_621c69cd5b446.jpeg
425222353,UTFC,Стул,Версаль BL,89.44,46.51,46.51,48,"Новый, повреждения на каркасе и обивке. В комплекте нет фурнитуры для сборки. Без гарантии",https://www.21vek.by/chairs/bl_utfc_096.html,https://cdn21vek.by/img/galleries/6205/927/sale/4061911/preview/4017810047384766258.jpg,https://cdn21vek.by/img/galleries/6205/927/preview/bl_utfc_096_5fb5137b767fd.png
425231618,UTFC,Стул,Версаль BL,89.44,46.51,46.51,48,"Новый, повреждения на каркасе и обивке. В комплекте нет фурнитуры для сборки. Без гарантии",https://www.21vek.by/chairs/bl_utfc_096.html,https://cdn21vek.by/img/galleries/6205/927/sale/4061929/preview/8698075863076559920.jpg,https://cdn21vek.by/img/galleries/6205/927/preview/bl_utfc_096_5fb5137b767fd.png
425422328,UTFC,Стул,Версаль BL,89.44,46.51,64.4,48,"Новый, незначительные царапины на корпусе",https://www.21vek.by/chairs/bl_utfc_096.html,https://cdn21vek.by/img/galleries/6205/927/sale/4134785/preview/9048681148534002675.jpg,https://cdn21vek.by/img/galleries/6205/927/preview/bl_utfc_096_5fb5137b767fd.png
425422508,UTFC,Стул,Версаль BL,89.44,46.51,64.4,48,"Новый, потертости на какркасе ",https://www.21vek.by/chairs/bl_utfc_096.html,,https://cdn21vek.by/img/galleries/6205/927/preview/bl_utfc_096_5fb5137b767fd.png
425424463,UTFC,Стул,Версаль BL,89.44,46.51,68.87,48,"Новый, незначительные потертости корпуса, загрязнения на обивчном материале",https://www.21vek.by/chairs/bl_utfc_096.html,https://cdn21vek.by/img/galleries/6205/927/sale/4143885/preview/3569298668697236505.jpg,https://cdn21vek.by/img/galleries/6205/927/preview/bl_utfc_096_5fb5137b767fd.png
425443888,UTFC,Стул,Версаль BL,89.44,46.51,67.08,48,"Новый, сколы и потертости",https://www.21vek.by/chairs/bl_utfc_096.html,https://cdn21vek.by/img/galleries/6205/927/sale/4163723/preview/3579383145723549294.jpg,https://cdn21vek.by/img/galleries/6205/927/preview/bl_utfc_096_5fb5137b767fd.png
425449733,UTFC,Стул,Версаль BL,89.44,46.51,62.61,48,"Новый, потертости на каркасе",https://www.21vek.by/chairs/bl_utfc_096.html,https://cdn21vek.by/img/galleries/6205/927/sale/4179915/preview/4183702018408501592.jpg,https://cdn21vek.by/img/galleries/6205/927/preview/bl_utfc_096_5fb5137b767fd.png
425449768,UTFC,Стул,Версаль BL,89.44,46.51,62.61,48,"Новый, потертости на каркасе",https://www.21vek.by/chairs/bl_utfc_096.html,https://cdn21vek.by/img/galleries/6205/927/sale/4179904/preview/8927687759587360423.jpg,https://cdn21vek.by/img/galleries/6205/927/preview/bl_utfc_096_5fb5137b767fd.png
425447963,Philips,Отпариватель,GC800/80,493.0,443.7,443.7,10,"Новый, после сервисного обслуживания (переустановка насоса с трубкой), загрязнения, полная гарантия.",https://www.21vek.by/garment_steamers/gc80080_philips.html,https://cdn21vek.by/img/galleries/6304/625/sale/4177020/preview/4761742600180892805.jpg,https://cdn21vek.by/img/galleries/6304/625/preview/gc80080_philips_602e153116c9e.jpeg
425462973,Vegas,Детский матрас,Splash 80x160,183.0,137.25,137.25,25,"Новый, незначительное повреждение на чехле",https://www.21vek.by/baby_mattresses/splash80x160_vegas.html,https://cdn21vek.by/img/galleries/6249/519/sale/4186881/preview/8378784902687522682.jpg,https://cdn21vek.by/img/galleries/6249/519/preview/splash80x160_vegas_5fa55b3a57d6c.jpeg
425450753,Brado,Измельчитель кормов,BFC-185В,298.0,238.4,238.4,20,"Сколы краски, на пластиковой воронке следы паки трещины. Полная гарантия.",https://www.21vek.by/garden_shredders/bfc185_brado.html,https://cdn21vek.by/img/galleries/561/264/sale/4182287/preview/433763936772391810.jpg,https://cdn21vek.by/img/galleries/561/264/preview/bfc185_brado_5bbce417aff86.jpeg
425448513,VDK,Детская кроватка,Magico Mini / Кр1-02м,149.0,89.4,89.4,40,"Новая, многочисленные потертости и сколы, некомплект фурнитуры",https://www.21vek.by/baby_cots/magicomini102_vdk.html,https://cdn21vek.by/img/galleries/507/207/sale/4177410/preview/7745249089361710762.jpg,https://cdn21vek.by/img/galleries/507/207/preview/magicomini102_vdk_602066061b98c.jpeg
425415363,Modern,Секция в прихожую,Лира,425.77,285.27,285.27,33,"Новая, повреждения деталей № 30,28 и 33",https://www.21vek.by/hallway_wardrobes/modern_015.html,https://cdn21vek.by/img/galleries/6371/866/sale/4119106/preview/7785390342759874482.jpg,https://cdn21vek.by/img/galleries/6371/866/preview/modern_015_608a9be124395.jpeg
425361973,Prestigio,Планшет,"Q Pro 8"" 4G 16GB / PMT4238_4G_D_GY",299.0,179.4,179.4,40,"Был в эксплуатации, после сервисного обслуживания, комплект на фото. Гарантия до 21.12.2022г.",https://www.21vek.by/pads/qpro84g16gbmint_prestigio.html,https://cdn21vek.by/img/galleries/6208/332/sale/4109155/preview/8062944256915998510.jpg,https://cdn21vek.by/img/galleries/6208/332/preview/qpro84g16gbmint_prestigio_5fae35570ab9a.jpeg
